clust,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
0,18142,0,220,4,0,0,3638
0,16200,0,40455,17,0,0,3840
0,8913,0,2050,10,50,1,3630
0,14372,0,9042,13,0,0,3557
0,77965,0,41126,33,2683,7,3120
0,12271,500,7684,15,1000,2,4219
0,49874,0,39976,13,0,0,4293
0,35445,0,3379,9,0,0,4198
1,91755,0,5026,8,751,3,2676
0,33753,0,14961,14,500,1,3335
0,53750,0,23135,14,0,0,3736
0,110132,0,19000,5,0,0,3271
0,12221,0,511,4,0,0,3692
0,65519,0,0,0,0,0,4150
1,47291,0,1350,4,350,3,2336
0,124564,0,11026,13,0,0,3840
0,24111,0,9374,16,0,0,3802
0,35801,0,3337,13,0,0,3743
0,150972,0,2700,3,700,2,3645
0,292023,0,14125,12,3250,7,3683
0,47090,0,0,0,0,0,3726
0,1300,0,454,11,0,0,3691
0,109103,2370,19600,27,7600,24,3739
0,101057,0,13650,11,2150,9,3600
0,20900,0,1000,1,0,0,3685
0,46607,0,0,0,0,0,3727
0,33017,0,1069,7,250,1,3814
0,30729,0,16456,15,0,0,3795
0,35546,0,3376,10,0,0,3739
0,7845,0,265,3,0,0,3508
0,25788,0,4650,13,4650,13,3687
0,13543,0,1443,7,423,2,3811
0,16618,0,897,5,0,0,3620
0,11548,0,1634,7,0,0,3837
0,22181,0,6245,15,0,0,3656
0,222312,0,29039,17,0,0,3721
0,25080,0,2060,12,0,0,3795
0,17964,0,5030,23,0,0,3783
0,155385,0,15267,12,0,0,3624
0,3977,0,0,0,0,0,3593
1,14620,0,0,0,0,0,2833
0,46882,0,0,0,0,0,3701
0,3350,0,65,3,0,0,3540
0,3049,0,0,0,0,0,3613
0,32377,0,250,2,250,2,3515
0,9396,0,860,5,350,2,3588
0,102669,0,6760,14,306,2,3265
0,26745,0,17547,9,0,0,3664
0,120576,0,36635,14,0,0,3823
0,7658,0,300,1,0,0,3231
0,11136,0,100,1,0,0,3571
0,168778,0,57060,20,500,1,3326
0,124979,0,14267,14,0,0,3720
0,35659,0,1102,9,0,0,3533
0,55996,867,12165,14,0,0,3582
0,65904,0,47224,35,5350,18,3655
0,125679,0,68151,27,650,1,3683
0,235312,0,56685,16,0,0,3476
1,64414,0,1952,12,0,0,2395
0,34204,0,16862,9,1700,5,3596
0,22384,0,0,0,0,0,3676
0,13381,0,1150,2,150,1,3312
0,10959,0,500,1,0,0,3469
1,28607,0,5943,5,0,0,2895
0,30686,0,6161,2,0,0,3596
0,8260,0,700,2,0,0,3673
0,61584,0,27937,14,0,0,3783
0,141594,0,30565,16,0,0,3776
0,114549,0,5000,4,1000,2,3760
0,64153,0,23563,19,0,0,3575
0,10000,0,790,3,0,0,3564
0,21839,0,853,3,119,1,3638
0,182704,5513,5850,12,3100,10,3820
0,92551,0,13755,13,500,1,3895
0,49353,0,34656,14,0,0,3540
0,21843,0,1411,9,0,0,3177
0,34072,0,500,1,0,0,3879
0,72962,0,28055,16,0,0,3869
0,99502,0,19678,28,600,2,4182
0,13250,0,17778,14,0,0,3861
0,98232,0,56687,14,500,1,3867
0,98895,0,89709,17,500,1,3854
0,119340,1000,400,5,400,5,3855
0,30171,0,15370,13,0,0,3853
0,105957,0,4881,12,0,0,3859
0,22548,0,3225,9,0,0,3852
0,89761,0,11965,13,0,0,3845
0,65263,0,22500,4,0,0,3844
0,128456,0,70125,28,0,0,3764
0,35203,0,1800,16,1800,16,3832
0,62023,0,750,4,550,1,3819
0,44197,0,2500,1,0,0,3831
0,104245,0,45589,14,0,0,3810
0,252520,0,43392,17,500,1,3818
0,85496,0,2799,7,2711,6,3820
0,49874,0,7200,9,1700,4,3817
0,109649,0,22136,13,0,0,3812
0,34379,0,13051,20,150,1,3805
0,56688,0,3550,10,1050,9,3812
0,48970,0,30872,14,0,0,3817
0,70789,0,76661,29,150,1,3810
0,24277,0,5330,5,0,0,3796
0,20308,0,19526,13,0,0,3797
0,111041,0,10252,12,0,0,3875
0,27904,0,6622,17,0,0,3793
0,128620,0,7747,12,0,0,3789
0,65340,2454,33795,11,500,1,3775
0,27135,0,4908,11,0,0,3783
0,32898,0,1000,1,0,0,3777
0,196922,0,40170,18,0,0,3755
0,196175,0,33886,13,0,0,3775
0,11457,0,705,3,0,0,3767
0,175344,0,40152,19,0,0,3770
0,5154,0,54657,28,0,0,3769
0,13232,0,8668,16,0,0,3753
0,88232,0,11550,5,550,3,3729
0,75526,0,46421,14,0,0,3712
0,53935,0,0,0,0,0,3743
0,18402,0,0,0,0,0,3746
0,24784,0,100,1,0,0,3729
0,62903,0,16434,13,0,0,3732
0,80272,0,34744,14,550,2,3728
0,10458,0,10458,12,0,0,3726
0,188184,0,32170,13,0,0,3707
0,83524,0,43152,18,0,0,3694
0,10794,0,0,0,0,0,3712
0,49807,0,6393,20,0,0,3718
0,18266,0,12254,15,0,0,3713
0,87851,0,28969,17,0,0,4026
0,32991,0,1230,6,0,0,3693
0,28677,0,215,3,0,0,3699
0,103809,0,16776,14,0,0,3699
0,417,0,3000,1,0,0,3670
0,8859,0,11998,13,0,0,3690
0,26896,0,5364,15,0,0,3685
0,16986,0,0,0,0,0,3676
0,25530,0,25131,17,0,0,3677
0,77067,0,40129,15,0,0,3671
0,6350,0,0,0,0,0,3657
0,76118,0,79154,41,1992,2,3621
0,40420,0,8649,14,0,0,3651
0,30178,0,14422,15,0,0,3656
0,15088,0,0,0,0,0,3650
0,138020,0,16449,17,500,1,3637
0,27310,0,15537,16,500,1,3623
0,109131,0,17481,17,150,1,3622
0,35356,0,18520,15,300,1,3637
0,33466,0,355,3,0,0,3592
0,350608,0,50988,26,2643,5,3630
0,42107,888,3600,4,1000,2,3607
0,74796,0,19710,15,400,1,3616
0,26129,0,20265,17,0,0,3629
0,30893,0,0,0,0,0,3623
0,9445,0,1000,2,1000,2,3613
0,52965,0,500,1,0,0,3606
0,19516,0,17696,16,0,0,3593
0,106378,0,56007,14,0,0,3607
0,22201,0,51278,16,350,1,3602
0,73378,0,13607,14,0,0,3599
0,50193,0,12263,3,0,0,3596
0,165144,0,24156,14,0,0,3581
0,53556,0,0,0,0,0,3575
0,18387,0,40560,19,800,2,3588
0,28577,0,48564,14,0,0,3586
0,55417,0,37127,31,0,0,3575
0,142244,0,12325,13,0,0,3578
0,23139,0,8156,14,0,0,3578
0,146232,0,83783,19,375,1,3566
0,35323,0,1875,8,0,0,3553
0,108081,0,217006,24,0,0,3567
0,1021,0,100,1,0,0,3553
0,120345,0,38323,17,650,2,3544
0,11593,0,9055,16,0,0,3558
0,68180,0,2044,9,0,0,3550
0,26605,0,3704,11,0,0,3543
0,17920,0,3250,18,0,0,3546
0,85156,0,133,5,0,0,3550
0,9005,0,520,1,0,0,3531
0,55404,0,10613,15,500,1,3531
0,42584,0,841,6,0,0,3526
0,92843,0,27650,29,9150,26,3530
0,51082,0,40878,13,0,0,3524
0,18727,0,0,0,0,0,3524
0,212029,0,43162,19,0,0,3518
0,48806,0,12600,10,2500,8,3502
0,15610,0,0,0,0,0,3508
0,46876,0,9680,7,0,0,3498
0,14075,0,4286,15,0,0,3513
0,59895,0,10500,4,0,0,3497
0,25936,0,0,0,0,0,3495
0,134318,0,333,3,258,1,3488
0,32807,0,17259,4,0,0,3482
0,38591,0,11039,18,0,0,3488
0,48958,0,24430,5,0,0,3483
0,10710,0,1000,1,0,0,3460
0,60349,0,10350,18,0,0,3468
0,9453,0,2585,5,0,0,3463
0,60867,0,41345,18,0,0,3454
0,27590,0,100,1,0,0,3455
0,100069,0,18745,13,0,0,3454
0,27820,0,3005,11,0,0,3454
0,20503,0,520,3,0,0,3445
0,137371,0,4977,6,1977,4,3447
0,12950,0,12798,18,195,1,3432
0,25207,957,6883,13,0,0,3440
0,17088,0,0,0,0,0,3510
0,24100,0,26674,23,2300,7,3421
0,101632,0,48658,14,0,0,3432
0,233449,0,21274,18,0,0,3419
0,45257,0,3625,7,0,0,3417
0,626,0,626,1,0,0,3393
0,18272,0,2920,5,0,0,3405
1,10756,0,1375,4,0,0,3104
0,161281,0,6321,8,175,1,3399
0,75680,0,23159,14,0,0,3397
0,59839,0,26962,18,0,0,3404
0,201259,0,40755,34,0,0,3398
0,101772,0,26480,17,1000,2,3396
0,190674,4704,104159,33,4754,15,3396
0,1452,0,2375,5,0,0,3396
0,30902,0,4175,12,50,1,3384
0,65458,1000,28356,24,1100,3,3382
0,114067,0,42569,23,0,0,3336
0,93371,0,55338,20,0,0,3382
0,20207,0,3033,12,0,0,3370
0,41040,0,66292,14,200,2,3372
0,41062,0,8275,11,0,0,3356
0,208825,0,42007,23,0,0,3369
0,81087,0,18971,12,0,0,3362
0,14336,0,0,0,0,0,3349
0,29929,0,18032,17,150,1,3344
0,121390,0,8500,4,0,0,3342
0,23226,0,2236,2,0,0,3343
0,451294,0,45907,22,500,1,3347
0,68012,0,247,3,0,0,3342
0,23589,0,0,0,0,0,3336
1,35033,0,1000,1,0,0,2913
0,19860,0,1500,5,0,0,3281
0,49588,0,4960,14,100,1,3299
0,111442,0,30368,19,0,0,3392
0,87402,0,41685,21,0,0,3306
0,21875,7558,12398,15,0,0,3299
0,71459,0,36608,28,1020,3,3312
0,34049,0,2030,8,0,0,3306
0,39759,0,100,1,100,1,3278
0,64138,0,22089,19,0,0,3257
0,83811,0,25936,15,500,1,3281
0,51864,0,6795,13,0,0,3279
0,168886,0,66859,21,200,1,3285
0,51730,0,2875,16,0,0,3264
0,118141,0,46521,11,0,0,3259
0,76060,0,33424,30,0,0,3263
0,25316,0,0,0,0,0,3258
0,16859,0,64109,45,4822,9,3266
0,42236,0,8639,10,8389,9,3259
0,3446,0,0,0,0,0,3245
0,26119,0,3189,6,0,0,3257
0,136732,0,87549,20,0,0,3252
0,14554,0,0,0,0,0,3237
0,165203,0,36666,20,0,0,3239
0,76513,0,45265,16,0,0,3235
0,137076,0,61276,24,1600,4,3225
0,11952,0,0,0,0,0,3244
0,44742,0,2500,1,0,0,3217
0,94022,0,2585,14,0,0,3222
0,29287,0,0,0,0,0,3216
0,199273,0,58457,14,0,0,3217
0,114868,0,45996,22,0,0,3204
0,37335,0,19507,17,0,0,3202
0,45522,0,10728,13,0,0,3197
0,66524,0,34682,23,0,0,3188
0,38411,0,500,1,500,1,3190
0,38137,0,11050,3,50,1,3182
0,22077,0,1385,4,0,0,3187
0,65784,0,10953,50,0,0,3169
0,95916,0,11845,11,0,0,3182
0,122164,0,9944,16,0,0,3182
0,307149,2562,58008,19,650,2,3173
0,200089,4727,75019,21,300,2,3166
0,161453,0,38956,44,0,0,3158
0,135568,0,40051,21,0,0,3166
0,98339,0,16336,13,0,0,3145
0,26103,0,13692,18,0,0,3151
1,11133,0,0,0,0,0,3147
0,7011,0,19791,16,0,0,3152
0,177232,0,14787,13,0,0,3137
0,29298,0,24656,13,0,0,3141
0,35304,0,30532,13,0,0,3131
1,14952,0,250,1,250,1,3099
0,163315,0,8035,29,0,0,3120
0,23649,0,3250,16,0,0,3176
0,4460,0,4741,14,1816,1,3113
0,169794,0,22824,19,767,2,3119
1,23781,0,50,1,50,1,3085
0,704113,0,98119,23,0,0,3082
0,34942,0,19016,13,0,0,3089
1,5970,0,1000,1,0,0,3091
1,192246,0,3170,5,500,1,3083
0,34103,0,34630,16,0,0,3115
0,142152,0,19464,13,0,0,3088
1,12713,0,0,0,0,0,3077
1,28848,0,0,0,0,0,3069
1,10940,0,0,0,0,0,3062
1,24372,0,255,1,255,1,3064
1,29005,0,90,3,0,0,3060
0,215155,0,57130,15,0,0,3069
0,30062,5368,7373,10,4373,8,3057
1,13117,0,1972,3,0,0,3027
0,86341,0,20991,16,0,0,3053
1,142810,0,8000,4,0,0,3049
0,8399,0,21136,13,0,0,3052
0,120622,0,25675,14,500,1,3040
0,86150,0,7600,34,100,1,3011
1,14079,0,6503,16,0,0,2999
0,10036,0,13959,16,0,0,3030
1,80737,0,2845,5,150,1,3028
0,25435,0,7147,32,0,0,3027
1,241165,0,1700,3,200,2,3000
0,85826,0,33678,29,0,0,3026
1,654,0,14967,10,0,0,3022
1,11525,0,0,0,0,0,3008
1,40204,0,850,3,350,2,3006
1,22963,0,0,0,0,0,2998
1,47165,0,4545,4,0,0,2992
0,103240,0,44627,29,50,1,2993
1,61737,0,6789,12,0,0,2921
1,25766,0,2548,16,100,2,2973
0,147090,0,35511,31,1800,16,2927
1,79333,0,1500,3,1500,3,2977
1,4923,0,305,2,0,0,2985
0,56687,0,48989,28,0,0,2973
0,326704,0,37408,19,0,0,2962
1,45149,0,21292,10,0,0,2949
1,57477,0,2607,4,0,0,3038
1,48265,0,1000,1,0,0,2951
1,34249,0,4100,12,0,0,2951
0,210491,0,48287,18,0,0,2958
1,25671,0,10513,12,0,0,2945
0,191583,0,25675,18,0,0,2950
1,90332,0,12845,25,0,0,2927
1,53532,0,30808,18,0,0,2927
1,71507,0,3750,6,0,0,2934
1,35196,0,0,0,0,0,2922
1,30034,0,15816,6,0,0,2908
0,47787,0,47223,21,450,1,2921
1,46967,0,2000,9,0,0,2888
1,103615,0,13668,15,1300,11,2896
1,5110,0,0,0,0,0,2901
1,128927,0,61165,14,0,0,2882
1,5000,0,5000,1,0,0,2893
1,126701,0,20636,15,0,0,2878
1,34855,0,230,3,0,0,2882
1,34464,0,5312,5,0,0,2886
1,86638,0,45861,13,0,0,2867
0,140398,0,118013,26,1100,4,2972
1,65812,0,185,2,0,0,2854
1,34177,1754,7072,16,350,1,2867
1,58195,0,24808,13,0,0,2838
1,34781,0,11270,12,0,0,2859
1,22457,0,17579,15,0,0,2858
0,19996,0,500,1,0,0,3217
1,26256,0,2000,9,0,0,2847
1,42966,0,7734,6,0,0,2840
1,3129,0,0,0,0,0,2840
0,138008,5368,34178,14,200,1,2962
1,9611,0,2250,3,0,0,2845
1,40702,0,39897,14,0,0,2826
1,105579,0,16332,12,0,0,2830
1,46654,0,3215,6,0,0,2830
1,518960,0,15700,8,200,1,2819
1,39715,0,17388,12,0,0,2826
1,199,0,0,0,0,0,2822
1,6345,0,7719,18,0,0,2805
1,72598,0,6090,8,1100,1,2804
1,59805,0,2900,7,1700,5,2802
1,10307,0,0,0,0,0,2808
1,37997,0,11073,5,0,0,2805
1,102083,0,12978,14,150,2,2780
1,104632,0,26700,10,1200,7,2791
1,18260,0,500,1,0,0,2780
1,28484,0,350,3,0,0,2782
1,29105,0,5000,1,0,0,2774
1,49560,0,0,0,0,0,2770
1,29346,0,150,1,150,1,2773
1,75288,0,36866,20,0,0,2774
1,42366,0,6293,9,0,0,2770
1,151336,651,11400,6,1000,4,2742
1,48363,0,790,3,0,0,2766
1,11529,0,15738,15,0,0,2768
1,61956,0,17500,2,0,0,2755
1,15378,0,25236,9,736,3,2741
1,85346,0,2835,3,0,0,2748
1,215946,0,2125,10,0,0,2740
1,66539,0,27894,17,0,0,2741
1,97131,0,33324,19,1500,3,2727
1,14513,0,0,0,0,0,2731
1,211773,0,23256,30,0,0,2675
1,45742,0,7625,23,250,1,2712
1,39862,0,14152,18,350,2,2727
1,75132,0,53001,23,400,3,2720
1,91296,0,19057,16,0,0,2712
1,117290,0,1754,8,0,0,2717
1,75556,0,2790,6,0,0,2712
1,5103,0,5103,2,0,0,2697
1,10747,0,990,4,500,1,2697
1,31789,0,10220,17,0,0,2699
1,59515,0,3170,5,0,0,2705
1,86913,0,23705,6,0,0,2691
1,49129,0,16921,18,500,1,2692
1,135408,0,62224,15,607,1,2697
1,41152,10074,3250,19,0,0,2669
1,145750,0,10986,12,0,0,2531
1,7041,0,1747,12,0,0,2718
1,273442,0,54625,35,2850,7,2676
1,44514,0,3577,13,0,0,2657
1,96490,0,2000,1,0,0,2665
1,45050,2900,4875,10,500,1,2669
1,91048,0,51580,20,100,1,2669
1,20352,0,1900,5,500,1,2658
1,34294,0,17683,14,0,0,2661
1,59696,2586,63827,22,500,1,2654
1,106155,0,0,0,0,0,2657
1,29244,0,6252,13,0,0,2650
1,27592,0,335,3,0,0,2633
1,16128,0,475,3,0,0,2643
1,51353,0,8114,16,2004,10,2637
1,235422,0,30208,14,0,0,2629
1,7456,0,0,0,0,0,2635
1,33604,0,13619,16,0,0,2633
1,24803,0,0,0,0,0,2623
1,58411,0,2500,1,0,0,2619
1,3273,0,500,1,0,0,2749
1,28480,0,2644,6,0,0,2628
1,46706,0,3344,16,0,0,2609
1,102230,0,3406,5,500,1,2620
1,12096,0,50,1,50,1,2607
1,118487,0,3388,14,0,0,2592
1,20518,0,5580,10,0,0,2600
1,6280,0,1220,6,200,2,2578
1,11700,0,0,0,0,0,2585
1,391,0,9000,1,0,0,2581
1,78305,733,130,3,0,0,2580
1,145214,1692,3500,4,500,1,2560
1,137760,0,64949,13,0,0,2580
1,88563,0,42410,27,0,0,2567
1,25748,0,0,0,0,0,2566
1,27102,0,27102,9,0,0,2563
1,25824,0,17760,20,750,2,2559
1,23054,0,400,3,300,2,2553
1,29150,0,13952,14,0,0,2544
1,37529,0,25706,14,0,0,2558
1,7515,0,13681,18,0,0,2552
1,194576,0,41315,16,550,1,2539
1,24265,0,1854,12,0,0,2550
1,16773,0,140,2,0,0,2525
1,5432,0,1000,2,1000,2,2535
1,110480,0,44191,22,500,1,2539
1,86273,0,35304,15,500,1,2523
1,20674,0,16876,22,0,0,2528
1,8335,0,3750,16,0,0,2522
1,40893,0,1130,3,0,0,2518
1,644881,2600,14350,28,10850,26,2511
1,61081,0,37682,21,2000,4,2509
1,27438,0,2528,6,2528,6,2490
1,14748,0,2210,7,0,0,2497
1,49514,0,4500,22,0,0,2569
1,7457,0,17131,5,0,0,2496
1,97193,0,13338,12,0,0,2502
1,68456,0,6317,5,0,0,2488
1,123842,0,24295,14,0,0,2500
1,61285,0,55027,22,0,0,2412
1,20157,0,1450,3,150,1,2455
1,41073,0,13993,20,0,0,2493
1,21784,0,6208,14,0,0,2483
1,12868,0,1875,8,0,0,2483
1,147862,0,44783,14,0,0,2426
1,11836,0,5075,14,350,1,2479
1,25681,1526,14941,20,2963,16,2468
1,282784,3508,19314,17,3100,7,2460
1,59704,0,57404,14,0,0,2440
1,75279,0,5375,21,0,0,2459
1,66681,0,4478,16,3504,12,2465
1,72085,0,20310,12,150,1,2462
1,2039,0,0,0,0,0,2451
1,2214,0,0,0,0,0,2448
1,16208,0,0,0,0,0,2451
1,25829,0,1375,4,0,0,2444
1,83217,0,3679,4,0,0,2447
1,9520,0,12515,13,0,0,2438
1,103215,0,16726,14,0,0,2427
1,62629,0,36986,14,0,0,2438
1,45603,0,5964,13,0,0,2432
1,44792,0,9463,16,0,0,2430
1,97535,0,0,0,0,0,2418
1,60085,0,14714,17,0,0,2404
1,76938,0,23503,13,0,0,2422
1,2562,0,9075,11,1050,3,2412
1,7685,0,500,4,0,0,2406
1,102942,0,56780,18,0,0,2405
1,7029,0,495,3,0,0,2565
1,2119,0,0,0,0,0,2399
1,207311,0,31000,37,12000,24,2395
1,77753,0,12483,13,0,0,2377
1,171637,0,4300,8,2800,7,2364
1,35243,0,10046,15,1500,3,2356
1,46186,0,9744,14,0,0,2364
1,54810,0,19665,21,0,0,2368
1,25637,0,445,3,0,0,2367
1,35088,0,320,2,0,0,2362
1,73899,0,2745,14,500,1,2362
1,81171,0,3700,4,100,1,2348
1,39418,0,700,3,200,2,2343
1,62124,0,0,0,0,0,2355
1,14134,0,2125,9,0,0,2312
1,405499,1000,72318,46,9729,29,2329
1,20353,0,1729,5,0,0,2298
1,93154,0,30752,21,0,0,2333
1,9492,0,781,6,250,1,2320
1,18369,0,800,4,700,3,2327
1,32824,0,1660,5,100,1,2339
1,109416,0,73665,39,2200,5,2327
1,28312,0,1726,13,0,0,2335
1,78462,0,20291,14,0,0,2311
1,32740,0,10722,4,0,0,2315
1,57293,0,1000,1,0,0,2319
1,174743,0,27460,12,0,0,2326
1,59486,0,3517,4,0,0,2315
1,211355,0,11238,12,0,0,2294
1,56805,0,16617,17,0,0,2307
1,278258,0,1000,1,0,0,2298
1,18545,0,25053,22,0,0,2304
1,5570,0,9094,26,0,0,2287
1,44690,0,24779,15,1000,2,2297
1,127835,0,52700,21,0,0,2301
1,32540,0,44283,17,100,1,2297
1,54396,629,34007,16,0,0,2283
1,162840,0,57382,15,0,0,2277
1,109441,0,6500,10,4000,8,2237
1,7369,0,0,0,0,0,2277
1,16378,0,0,0,0,0,2272
1,39859,0,3675,8,0,0,2272
1,44214,0,24928,13,0,0,2259
1,73102,0,18156,20,0,0,2272
1,3552,0,10597,17,0,0,2264
1,71593,0,22666,17,0,0,2266
1,74072,0,50272,39,0,0,2264
1,42970,0,7889,14,0,0,2256
1,23385,0,18303,15,150,1,2248
1,51176,0,40397,16,0,0,2243
1,12426,0,0,0,0,0,2238
1,10062,0,2000,9,0,0,2242
1,34790,0,0,0,0,0,2272
1,95759,0,9198,12,6195,8,2231
1,51592,0,18678,9,0,0,2230
1,23294,0,420,4,0,0,2228
1,33398,0,14086,15,0,0,2223
1,229576,0,9030,19,9000,18,2217
1,60250,0,43071,12,0,0,2214
1,81871,0,23068,20,0,0,2222
1,259529,0,700,3,200,2,2210
1,430,0,220,1,0,0,2196
1,75949,0,952,4,0,0,2195
1,44206,0,22598,14,500,1,2247
1,125274,0,3150,4,550,2,2194
1,104670,0,3993,12,0,0,2202
1,282971,0,5780,16,300,3,2192
1,28731,0,29782,11,0,0,2182
1,16965,1651,2475,13,0,0,2182
1,50658,1674,1600,3,500,1,2174
1,124681,0,23392,39,2287,5,2173
1,74352,0,17868,15,0,0,2188
1,70308,0,41704,19,0,0,2186
1,98722,0,18012,19,50,1,2178
1,79020,0,3422,10,0,0,2179
1,28335,0,400,3,0,0,2161
1,22011,0,0,0,0,0,2167
1,49436,0,33836,13,0,0,2167
1,145072,0,15000,4,0,0,2152
1,8992,0,9113,11,0,0,2145
1,72497,0,24279,13,0,0,2161
1,187999,0,52429,49,4550,24,2184
1,62335,0,500,1,0,0,2147
1,41556,0,26682,4,0,0,2131
1,15436,0,6147,13,0,0,2138
1,109618,0,14159,11,0,0,2138
1,182228,0,41048,12,0,0,2139
1,1000,0,0,0,0,0,2126
1,36699,0,2500,13,0,0,2119
1,135828,0,34495,28,450,2,2142
1,39098,0,18992,14,0,0,2129
1,20713,0,13421,12,400,1,2104
1,18959,0,0,0,0,0,2115
1,28010,0,150,3,0,0,2115
1,148976,0,2650,3,650,2,2108
1,126680,0,18248,39,4723,31,2108
1,664,0,0,0,0,0,2108
1,18533,0,27904,14,0,0,2102
1,202168,0,12463,18,0,0,2098
1,4653,2433,0,0,0,0,2094
1,37839,0,11512,16,0,0,2084
1,29196,0,7011,15,0,0,2082
1,38378,0,1600,4,600,3,2091
1,66716,0,22571,16,200,1,2082
1,7500,0,0,0,0,0,2084
1,47992,0,645,4,450,1,2073
1,85823,0,0,0,0,0,2074
1,32323,0,1250,3,0,0,2074
1,87633,0,69237,37,4050,9,2068
1,104523,0,4000,2,0,0,2073
1,60856,0,17332,8,0,0,2076
1,15526,0,2750,15,0,0,2063
1,83781,0,35151,22,200,1,2066
1,17681,0,500,1,0,0,2059
1,76909,0,18405,12,0,0,2066
1,22084,0,2773,10,0,0,2054
1,50783,0,11595,15,0,0,2060
1,43220,0,4985,20,100,1,2041
1,41275,0,0,0,0,0,2035
1,13738,0,6485,18,900,5,2042
1,32270,0,0,0,0,0,2040
1,22053,0,39810,27,0,0,2042
1,32708,0,11556,13,0,0,2035
1,7108,0,5598,8,2500,5,2026
1,47056,0,0,0,0,0,2031
1,112197,0,32108,16,0,0,2013
1,106757,0,51234,13,0,0,2013
1,105294,0,56281,26,850,5,2021
1,180481,1249,18315,25,3100,7,2019
1,169139,0,9500,5,0,0,2019
1,92406,0,9402,26,750,2,1999
1,41150,0,0,0,0,0,2000
1,3831,0,2,4,0,0,2013
1,48014,0,0,0,0,0,2005
1,19078,0,200,1,200,1,1999
1,3965,0,8228,12,0,0,2003
1,37965,0,2250,5,0,0,1998
1,69884,0,89360,24,450,2,1990
1,24557,0,18957,20,0,0,1996
1,16733,0,1000,1,0,0,1983
1,41824,0,2100,3,0,0,1982
1,8188,0,500,1,500,1,1985
1,36146,0,4091,10,3091,9,1975
1,37331,0,0,0,0,0,1970
1,15000,0,15000,1,0,0,1976
1,232194,0,46165,17,0,0,1978
1,8557,0,200622,5,622,3,1955
1,1000,0,1000,1,0,0,1970
1,84179,0,22397,19,0,0,1976
1,66590,0,1300,13,0,0,1975
1,66445,0,22276,13,0,0,1975
1,174286,0,11850,18,2100,5,1950
1,33951,0,12279,14,0,0,1963
1,27204,0,7627,16,0,0,1968
1,16442,0,0,0,0,0,1962
1,39669,0,31989,14,0,0,1955
1,8063,0,18250,5,0,0,1950
1,15243,0,675,3,0,0,1944
1,17603,2543,7247,14,0,0,1958
1,66466,0,86952,22,0,0,1956
1,52537,0,49146,19,100,2,1944
1,51172,0,500,4,0,0,1939
1,56186,0,27538,20,400,4,1926
1,18074,0,1625,6,0,0,1765
1,31759,0,0,0,0,0,1922
1,34007,0,440,2,0,0,1937
1,28338,0,90,2,0,0,1936
1,28693,0,8229,20,0,0,1937
1,15036,0,7917,8,0,0,1935
1,26797,0,0,0,0,0,1928
1,79192,0,14404,21,150,1,2080
1,83651,0,14809,18,1997,3,1914
1,19128,0,10595,27,0,0,1919
1,11245,0,0,0,0,0,1920
1,18735,0,4100,19,0,0,1913
1,43310,0,11943,14,0,0,1804
1,51142,0,5000,3,0,0,1874
1,127588,0,11297,11,0,0,1906
1,43304,0,3750,4,250,2,1887
1,33064,0,300,3,0,0,1895
1,10424,0,0,0,0,0,1894
1,6517,0,2025,8,0,0,1900
1,47160,0,0,0,0,0,1898
1,15584,0,2875,16,0,0,1894
1,164222,0,7300,5,800,3,1892
1,248738,0,500,1,0,0,1888
1,25853,0,23163,18,0,0,1886
1,113183,0,4200,8,600,5,1865
1,153664,0,55567,17,0,0,1881
1,21285,0,2375,12,0,0,1879
1,70353,0,2986,15,150,2,1879
1,39728,0,16359,11,0,0,1860
1,28294,0,0,0,0,0,1865
1,109505,0,15766,23,0,0,1867
1,78317,0,34282,35,2537,11,1859
1,20969,0,40234,13,150,1,1831
1,36398,0,9704,22,0,0,1858
1,166199,6168,10550,5,50,1,1851
1,147770,0,64517,31,450,4,1831
1,16875,0,500,1,0,0,1838
1,17060,0,0,0,0,0,1836
1,44101,0,57114,19,0,0,1829
1,142729,0,0,0,0,0,1823
1,23578,0,16366,17,500,1,1830
1,19881,0,800,4,800,4,1822
1,62960,0,50255,10,0,0,1824
1,16685,0,400,2,0,0,1817
1,33405,0,1600,3,0,0,1808
1,37211,0,23007,18,0,0,1817
1,2900,0,2900,29,2900,29,1804
1,99226,0,5796,12,0,0,1811
1,31899,0,29816,20,500,1,1804
1,17769,0,5165,10,0,0,1807
1,50212,0,1507,7,500,1,1801
1,32125,0,1010,4,500,2,1795
1,12120,0,1000,1,0,0,1802
1,82352,0,5760,18,0,0,1797
1,6286,0,230,3,0,0,1788
1,17326,0,0,0,0,0,1787
1,32234,0,17001,13,0,0,1780
1,60386,2738,24356,14,1565,1,1785
1,56174,0,6589,15,0,0,1768
1,81144,0,34664,17,0,0,1769
1,51737,0,3119,19,0,0,1774
1,95537,0,29226,17,150,1,1774
1,36311,0,100,1,100,1,1766
1,23518,0,11843,13,0,0,1768
1,34042,0,3463,14,250,1,1761
1,19591,0,4437,8,0,0,1772
1,46455,0,6817,11,0,0,1763
1,89413,0,24667,21,0,0,1767
1,169546,0,68315,24,600,2,1761
1,17135,0,60,2,0,0,1747
1,72253,0,29227,16,0,0,1752
1,8344,0,1500,2,500,1,1753
1,52718,0,11540,11,0,0,1755
1,23933,0,10144,15,0,0,1804
0,179207,0,7041,6,0,0,3169
